bizyaev_name,bizyaev_name_norm,bizyaev_catalog_token,RAJ2000,DEJ2000,h,z0,z0_over_h,h_over_z0,B/T,Type,thickness_flag,sparc_match_name,sparc_match_reason,match_sep_deg,nearest_sparc_name,nearest_sparc_sep_deg
PGC2559405,PGC2559405,PGC_2559405,155.914825,57.184982,3.3,1.86,0.5636363636363637,1.7741935483870963,0.15,SC,thick_like,,unmatched,,,
PGC2779807,PGC2779807,PGC_2779807,155.945236,79.460785,5.5,1.53,0.2781818181818182,3.594771241830065,0.08,SC,thick_like,,unmatched,,,
PGC213694,PGC213694,PGC_213694,155.991577,57.060844,3.94,2.18,0.5532994923857868,1.807339449541284,0.16,SC,thick_like,,unmatched,,,
SDSSJ102358.21+042218.3,SDSSJ102358210422183,,155.992523,4.371693,3.46,1.29,0.3728323699421965,2.682170542635659,0.09,SC,thick_like,,unmatched,,,
SDSSJ102405.70+194916.7,SDSSJ102405701949167,,156.023788,19.821327,9.23,0.89,0.0964247020585048,10.370786516853933,0.05,SD,thin_like,,unmatched,,,
PGC91010,PGC91010,PGC_91010,156.043793,47.524109,10.0,1.72,0.172,5.813953488372093,0.06,SD,intermediate,,unmatched,,,
PGC1756176,PGC1756176,PGC_1756176,156.103287,25.943199,3.31,1.62,0.4894259818731118,2.0432098765432096,0.11,SC,thick_like,,unmatched,,,
PGC1149009,PGC1149009,PGC_1149009,156.154724,-0.21377,7.16,2.04,0.2849162011173184,3.5098039215686274,0.07,SC,thick_like,,unmatched,,,
PGC2234990,PGC2234990,PGC_2234990,156.205673,44.035423,3.08,1.69,0.5487012987012987,1.822485207100592,0.13,SC,thick_like,,unmatched,,,
PGC1810961,PGC1810961,PGC_1810961,156.216537,27.534502,4.66,1.88,0.4034334763948498,2.4787234042553195,0.33,SB,thick_like,,unmatched,,,
PGC2276568,PGC2276568,PGC_2276568,156.246872,46.169193,5.57,1.6,0.2872531418312388,3.48125,0.08,SC,thick_like,,unmatched,,,
SDSSJ102502.76+204829.8,SDSSJ102502762048298,,156.261505,20.808277,4.18,0.94,0.2248803827751196,4.446808510638298,0.07,SC,thick_like,,unmatched,,,
PGC1384039,PGC1384039,PGC_1384039,156.266953,10.758434,4.64,0.97,0.209051724137931,4.783505154639175,0.1,SB,thick_like,,unmatched,,,
PGC1723083,PGC1723083,PGC_1723083,156.328705,25.020844,4.46,1.25,0.2802690582959641,3.568,0.07,SD,thick_like,,unmatched,,,
PGC1283099,PGC1283099,PGC_1283099,156.384903,5.416021,4.59,2.11,0.4596949891067538,2.175355450236967,0.33,SB,thick_like,,unmatched,,,
2MASXJ10254676+4016575,2MASXJ102546764016575,,156.44455,40.282749,4.33,1.36,0.3140877598152425,3.1838235294117645,0.09,SB,thick_like,,unmatched,,,
PGC2103447,PGC2103447,PGC_2103447,156.495834,37.547668,6.53,1.83,0.2802450229709035,3.568306010928962,0.22,SB,thick_like,,unmatched,,,
PGC1205613,PGC1205613,PGC_1205613,156.544724,1.779671,4.29,1.19,0.2773892773892774,3.6050420168067223,0.12,SB,thick_like,,unmatched,,,
PGC2295599,PGC2295599,PGC_2295599,156.597748,47.286407,4.51,1.76,0.3902439024390244,2.5625,0.29,SB,thick_like,,unmatched,,,
IC00610,IC00610,IC_610,156.618179,20.227766,21.0,4.17,0.1985714285714285,5.035971223021583,0.07,SD,intermediate,,unmatched,,,
PGC1654398,PGC1654398,PGC_1654398,156.650833,21.650335,7.05,2.81,0.3985815602836879,2.508896797153025,0.44,SA,thick_like,,unmatched,,,
UGC05650,UGC05650,UGC_5650,156.655838,45.244751,6.93,2.11,0.3044733044733044,3.28436018957346,0.28,SB,thick_like,,unmatched,,,
PGC139360,PGC139360,PGC_139360,156.665527,10.952824,3.51,1.57,0.4472934472934473,2.235668789808917,0.08,SC,thick_like,,unmatched,,,
NGC3245A,NGC3245A,,156.755035,28.639181,20.01,4.52,0.225887056471764,4.426991150442479,0.1,UN,thick_like,,unmatched,,,
PGC1219414,PGC1219414,PGC_1219414,156.778427,2.205567,4.65,1.72,0.3698924731182795,2.703488372093024,0.09,SC,thick_like,,unmatched,,,
PGC2231791,PGC2231791,PGC_2231791,156.782806,43.89753,4.1,2.02,0.4926829268292683,2.0297029702970297,0.12,SC,thick_like,,unmatched,,,
NED,NED,,156.789307,18.894159,4.57,0.78,0.1706783369803063,5.85897435897436,0.07,SD,intermediate,,unmatched,,,
2MASXJ10271208+0401468,2MASXJ102712080401468,,156.800293,4.029756,3.07,1.2,0.3908794788273615,2.558333333333333,0.22,SB,thick_like,,unmatched,,,
PGC1650615,PGC1650615,PGC_1650615,156.811157,21.466957,5.06,1.17,0.2312252964426877,4.3247863247863245,0.09,SD,thick_like,,unmatched,,,
PGC1544151,PGC1544151,PGC_1544151,156.846375,17.872887,3.95,1.92,0.4860759493670886,2.057291666666667,0.14,SC,thick_like,,unmatched,,,
PGC3092162,PGC3092162,PGC_3092162,156.849716,4.342688,3.37,2.17,0.6439169139465875,1.5529953917050692,0.3,SC,thick_like,,unmatched,,,
PGC1227154,PGC1227154,PGC_1227154,156.91481,2.444133,5.26,1.84,0.349809885931559,2.8586956521739126,0.09,SC,thick_like,,unmatched,,,
PGC113076,PGC113076,PGC_113076,156.931152,-3.176825,8.45,1.71,0.2023668639053254,4.941520467836257,0.12,SB,thick_like,,unmatched,,,
SDSSJ102744.33+240632.6,SDSSJ102744332406326,,156.934723,24.109064,5.02,1.1,0.2191235059760956,4.563636363636363,0.06,SD,thick_like,,unmatched,,,
SDSSJ102750.90+082214.6,SDSSJ102750900822146,,156.962082,8.370741,5.28,1.08,0.2045454545454545,4.888888888888888,0.08,SB,thick_like,,unmatched,,,
SDSSJ102757.78+033946.1,SDSSJ102757780339461,,156.990784,3.662826,6.03,0.99,0.1641791044776119,6.090909090909091,0.08,SB,intermediate,,unmatched,,,
PGC2163946,PGC2163946,PGC_2163946,157.003937,40.311985,6.06,0.83,0.1369636963696369,7.301204819277109,0.09,SB,intermediate,,unmatched,,,
SDSSJ102802.63+345314.6,SDSSJ102802633453146,,157.010971,34.88739,4.18,1.0,0.2392344497607655,4.18,0.05,SD,thick_like,,unmatched,,,
PGC91015,PGC91015,PGC_91015,157.041687,9.012343,9.67,1.93,0.1995863495346432,5.010362694300518,0.07,SD,intermediate,,unmatched,,,
SDSSJ102817.93+053612.3,SDSSJ102817930536123,,157.074677,5.603456,3.17,1.1,0.3470031545741325,2.8818181818181814,0.07,SC,thick_like,,unmatched,,,
UGC05672,UGC05672,UGC_5672,157.087112,22.570873,18.33,10.42,0.568466993998909,1.7591170825335891,0.17,SC,thick_like,,unmatched,,,
PGC213703,PGC213703,PGC_213703,157.087173,12.680916,4.51,1.58,0.3503325942350332,2.854430379746835,0.28,SB,thick_like,,unmatched,,,
PGC2775795,PGC2775795,PGC_2775795,157.095337,78.177963,5.97,2.72,0.4556113902847571,2.19485294117647,0.43,SA,thick_like,,unmatched,,,
PGC1695189,PGC1695189,PGC_1695189,157.144211,23.86809,3.75,1.53,0.408,2.450980392156863,0.11,SC,thick_like,,unmatched,,,
PGC1385030,PGC1385030,PGC_1385030,157.154877,10.824602,3.45,1.74,0.5043478260869565,1.9827586206896552,0.1,SC,thick_like,,unmatched,,,
PGC1894603,PGC1894603,PGC_1894603,157.15596,30.209671,3.08,2.1,0.6818181818181819,1.4666666666666666,0.12,SC,thick_like,,unmatched,,,
2MASXJ10283940+3355054,2MASXJ102839403355054,,157.164322,33.918213,4.64,2.34,0.5043103448275862,1.982905982905983,0.36,SB,thick_like,,unmatched,,,
SDSSJ102853.32+645344.1,SDSSJ102853326453441,,157.222168,64.895592,5.38,2.25,0.4182156133828996,2.391111111111111,0.09,SC,thick_like,,unmatched,,,
PGC30864,PGC30864,PGC_30864,157.243927,27.649389,10.74,2.03,0.1890130353817504,5.290640394088671,0.09,SB,intermediate,,unmatched,,,
PGC1079028,PGC1079028,PGC_1079028,157.253372,-2.962033,4.33,2.13,0.4919168591224018,2.0328638497652585,0.47,SA,thick_like,,unmatched,,,
PGC1600548,PGC1600548,PGC_1600548,157.253372,19.653774,3.82,1.69,0.4424083769633508,2.260355029585799,0.16,SC,thick_like,,unmatched,,,
PGC2141900,PGC2141900,PGC_2141900,157.276627,39.025631,3.82,1.53,0.4005235602094241,2.496732026143791,0.12,SB,thick_like,,unmatched,,,
UGC05687,UGC05687,UGC_5687,157.31456,6.128072,18.97,4.26,0.224565102793885,4.453051643192488,0.06,SD,thick_like,,unmatched,,,
PGC1692938,PGC1692938,PGC_1692938,157.317657,23.745937,4.47,1.72,0.3847874720357942,2.5988372093023253,0.09,SC,thick_like,,unmatched,,,
SDSSJ102924.92+391433.4,SDSSJ102924923914334,,157.353851,39.242619,3.29,1.32,0.4012158054711246,2.492424242424242,0.09,SC,thick_like,,unmatched,,,
PGC1646420,PGC1646420,PGC_1646420,157.354492,21.26615,4.88,1.63,0.3340163934426229,2.9938650306748467,0.31,SB,thick_like,,unmatched,,,
SDSSJ102928.50+081136.9,SDSSJ102928500811369,,157.368774,8.193583,3.16,1.04,0.3291139240506329,3.0384615384615383,0.07,SB,thick_like,,unmatched,,,
PGC2315743,PGC2315743,PGC_2315743,157.384644,48.358795,4.89,1.34,0.2740286298568507,3.649253731343283,0.23,SB,thick_like,,unmatched,,,
PGC2160721,PGC2160721,PGC_2160721,157.38887,40.109642,9.65,1.18,0.1222797927461139,8.177966101694915,0.03,SD,intermediate,,unmatched,,,
PGC2293352,PGC2293352,PGC_2293352,157.420517,47.158882,4.1,1.3,0.3170731707317074,3.1538461538461533,0.29,SB,thick_like,,unmatched,,,
2MASXJ10294319+4023176,2MASXJ102943194023176,,157.430176,40.388309,4.78,1.32,0.2761506276150627,3.621212121212121,0.17,SA,thick_like,,unmatched,,,
PGC2292970,PGC2292970,PGC_2292970,157.444183,47.135803,3.67,1.61,0.4386920980926431,2.279503105590062,0.13,SC,thick_like,,unmatched,,,
PGC1150038,PGC1150038,PGC_1150038,157.46933,-0.174375,5.44,2.57,0.4724264705882352,2.116731517509728,0.28,SB,thick_like,,unmatched,,,
PGC1690535,PGC1690535,PGC_1690535,157.484344,23.617493,4.05,1.81,0.4469135802469136,2.2375690607734806,0.32,SB,thick_like,,unmatched,,,
PGC113102,PGC113102,PGC_113102,157.52475,-3.140091,3.99,1.27,0.3182957393483709,3.141732283464567,0.1,SC,thick_like,,unmatched,,,
UGC05704,UGC05704,UGC_5704,157.575806,22.730347,8.56,1.75,0.2044392523364485,4.891428571428572,0.19,SB,thick_like,,unmatched,,,
PGC1622730,PGC1622730,PGC_1622730,157.58786,20.286716,4.36,1.94,0.4449541284403669,2.247422680412371,0.17,SC,thick_like,,unmatched,,,
PGC2248226,PGC2248226,PGC_2248226,157.619141,44.615982,4.49,1.59,0.354120267260579,2.8238993710691824,0.29,SB,thick_like,,unmatched,,,
PGC91018,PGC91018,PGC_91018,157.62114,12.462882,5.59,1.52,0.2719141323792486,3.677631578947368,0.06,SD,thick_like,,unmatched,,,
PGC2297641,PGC2297641,PGC_2297641,157.626663,47.408123,4.62,1.98,0.4285714285714285,2.333333333333333,0.19,SB,thick_like,,unmatched,,,
PGC2233173,PGC2233173,PGC_2233173,157.648636,43.956852,4.18,1.37,0.3277511961722488,3.0510948905109485,0.09,SC,thick_like,,unmatched,,,
PGC2291877,PGC2291877,PGC_2291877,157.654984,47.070564,4.81,1.71,0.3555093555093555,2.8128654970760234,0.13,SC,thick_like,,unmatched,,,
PGC2176192,PGC2176192,PGC_2176192,157.670486,41.132832,4.3,1.11,0.258139534883721,3.8738738738738734,0.1,SB,thick_like,,unmatched,,,
PGC1582092,PGC1582092,PGC_1582092,157.736328,19.146297,3.64,1.37,0.3763736263736263,2.656934306569343,0.12,SC,thick_like,,unmatched,,,
PGC91020,PGC91020,PGC_91020,157.74173,20.081938,9.53,1.7,0.1783840503672613,5.605882352941176,0.06,SD,intermediate,,unmatched,,,
PGC2083381,PGC2083381,PGC_2083381,157.748611,36.594063,3.66,1.4,0.3825136612021858,2.6142857142857148,0.11,SC,thick_like,,unmatched,,,
PGC2425135,PGC2425135,PGC_2425135,157.752151,52.84362,5.33,2.52,0.4727954971857411,2.115079365079365,0.08,SC,thick_like,,unmatched,,,
PGC1388037,PGC1388037,PGC_1388037,157.762344,11.040544,4.59,1.49,0.3246187363834423,3.0805369127516777,0.11,SB,thick_like,,unmatched,,,
PGC2595840,PGC2595840,PGC_2595840,157.826691,59.922623,4.58,1.32,0.2882096069868995,3.4696969696969697,0.08,SC,thick_like,,unmatched,,,
PGC2041915,PGC2041915,PGC_2041915,157.866333,33.976372,3.56,1.3,0.3651685393258427,2.7384615384615385,0.24,SB,thick_like,,unmatched,,,
PGC2032727,PGC2032727,PGC_2032727,157.884918,33.47039,4.02,1.32,0.3283582089552239,3.045454545454545,0.25,SB,thick_like,,unmatched,,,
UGC05713,UGC05713,UGC_5713,157.912048,25.983921,16.62,6.48,0.3898916967509025,2.564814814814815,0.33,SA,thick_like,,unmatched,,,
PGC2073729,PGC2073729,PGC_2073729,157.921341,36.02338,4.06,2.36,0.58128078817734,1.720338983050847,0.31,SA,thick_like,,unmatched,,,
PGC1881331,PGC1881331,PGC_1881331,157.973846,29.871786,6.23,1.19,0.1910112359550561,5.23529411764706,0.1,SB,intermediate,,unmatched,,,
PGC1390843,PGC1390843,PGC_1390843,158.05835,11.246973,3.95,1.35,0.3417721518987341,2.925925925925926,0.29,SB,thick_like,,unmatched,,,
PGC2446299,PGC2446299,PGC_2446299,158.065887,53.624809,4.61,1.97,0.4273318872017353,2.34010152284264,0.09,SC,thick_like,,unmatched,,,
PGC1883922,PGC1883922,PGC_1883922,158.083328,29.939507,4.15,2.2,0.5301204819277109,1.8863636363636365,0.14,SC,thick_like,,unmatched,,,
PGC2352534,PGC2352534,PGC_2352534,158.116516,49.759731,5.79,3.54,0.6113989637305699,1.6355932203389831,0.27,SB,thick_like,,unmatched,,,
PGC3284913,PGC3284913,PGC_3284913,158.186615,-0.996123,7.1,0.99,0.1394366197183098,7.171717171717171,0.05,SB,intermediate,,unmatched,,,
PGC91024,PGC91024,PGC_91024,158.259933,22.575294,10.43,2.56,0.2454458293384468,4.07421875,0.06,SD,thick_like,,unmatched,,,
2MASXJ10331910+2734073,2MASXJ103319102734073,,158.329697,27.568743,2.92,1.17,0.4006849315068493,2.495726495726496,0.16,SC,thick_like,,unmatched,,,
PGC2173541,PGC2173541,PGC_2173541,158.332764,40.957825,7.9,1.06,0.1341772151898734,7.452830188679245,0.07,SD,intermediate,,unmatched,,,
PGC1696638,PGC1696638,PGC_1696638,158.334152,23.945307,4.52,1.74,0.3849557522123894,2.597701149425287,0.09,SC,thick_like,,unmatched,,,
PGC91027,PGC91027,PGC_91027,158.379883,44.973061,5.58,1.52,0.2724014336917563,3.6710526315789473,0.15,SB,thick_like,,unmatched,,,
PGC2091156,PGC2091156,PGC_2091156,158.391815,37.009823,3.36,1.07,0.318452380952381,3.1401869158878504,0.1,SC,thick_like,,unmatched,,,
PGC91028,PGC91028,PGC_91028,158.39212,17.741983,10.3,1.71,0.1660194174757281,6.023391812865498,0.04,SD,intermediate,,unmatched,,,
PGC91029,PGC91029,PGC_91029,158.444366,14.826452,7.3,1.75,0.2397260273972603,4.171428571428572,0.12,SB,thick_like,,unmatched,,,
NED,NED,,158.510406,42.394333,3.5,0.87,0.2485714285714285,4.022988505747127,0.06,SB,thick_like,,unmatched,,,
UGC05734,UGC05734,UGC_5734,158.563217,52.870872,10.65,5.93,0.5568075117370892,1.7959527824620576,0.57,SA,thick_like,,unmatched,,,
SDSSJ103426.37+040557.9,SDSSJ103426370405579,,158.609894,4.09944,3.34,1.09,0.3263473053892216,3.0642201834862384,0.09,SC,thick_like,,unmatched,,,
NGC03279,NGC03279,NGC_3279,158.677429,11.198068,23.77,5.92,0.2490534286916281,4.015202702702703,0.07,SD,thick_like,,unmatched,,,
PGC1624987,PGC1624987,PGC_1624987,158.681122,20.360317,7.44,1.69,0.2271505376344086,4.402366863905326,0.12,SC,thick_like,,unmatched,,,
PGC1705256,PGC1705256,PGC_1705256,158.718674,24.347181,4.04,1.63,0.4034653465346534,2.4785276073619635,0.13,SC,thick_like,,unmatched,,,
PGC31365,PGC31365,PGC_31365,158.866943,61.653309,4.45,4.71,1.0584269662921348,0.9447983014861996,0.32,SB,thick_like,,unmatched,,,
SDSSJ103532.41+343318.3,SDSSJ103532413433183,,158.885056,34.555088,4.14,1.45,0.3502415458937198,2.8551724137931034,0.1,SB,thick_like,,unmatched,,,
PGC2362788,PGC2362788,PGC_2362788,158.921143,50.10041,5.57,2.32,0.4165170556552962,2.4008620689655173,0.07,SC,thick_like,,unmatched,,,
PGC91032,PGC91032,PGC_91032,158.936539,20.705694,7.64,2.64,0.3455497382198953,2.8939393939393936,0.1,SC,thick_like,,unmatched,,,
SDSSJ103545.36+041402.7,SDSSJ103545360414027,,158.938995,4.234111,4.76,1.95,0.4096638655462185,2.441025641025641,0.14,SC,thick_like,,unmatched,,,
PGC1628678,PGC1628678,PGC_1628678,158.973114,20.484491,5.09,1.56,0.306483300589391,3.2628205128205128,0.11,SD,thick_like,,unmatched,,,
PGC2046706,PGC2046706,PGC_2046706,158.990738,34.278996,2.96,1.13,0.3817567567567567,2.6194690265486726,0.09,SB,thick_like,,unmatched,,,
SDSSJ103603.43+445535.1,SDSSJ103603434455351,,159.014297,44.926445,9.29,3.84,0.4133476856835307,2.419270833333333,0.07,SC,thick_like,,unmatched,,,
UGC05755,UGC05755,UGC_5755,159.056702,22.080429,10.28,2.03,0.1974708171206225,5.064039408866996,0.25,SA,intermediate,,unmatched,,,
PGC3284459,PGC3284459,PGC_3284459,159.088058,-0.511709,4.47,0.88,0.1968680089485458,5.079545454545454,0.09,SB,intermediate,,unmatched,,,
NED,NED,,159.08934,16.866722,3.47,1.28,0.3688760806916426,2.7109375,0.13,SC,thick_like,,unmatched,,,
PGC1679554,PGC1679554,PGC_1679554,159.097321,22.993082,5.51,1.42,0.2577132486388385,3.880281690140845,0.28,SB,thick_like,,unmatched,,,
PGC2222367,PGC2222367,PGC_2222367,159.153244,43.506798,4.83,2.35,0.4865424430641822,2.05531914893617,0.12,SC,thick_like,,unmatched,,,
2MASXJ10364369+2026114,2MASXJ103643692026114,,159.182053,20.436283,2.99,0.79,0.2642140468227424,3.784810126582279,0.12,SC,thick_like,,unmatched,,,
SDSSJ103645.90+040449.8,SDSSJ103645900404498,,159.19133,4.080736,6.03,1.21,0.2006633499170812,4.983471074380166,0.05,SD,thick_like,,unmatched,,,
PGC31498,PGC31498,PGC_31498,159.226379,9.66855,11.09,1.81,0.163210099188458,6.127071823204419,0.06,SD,intermediate,,unmatched,,,
PGC1690486,PGC1690486,PGC_1690486,159.235886,23.614895,5.45,2.58,0.473394495412844,2.112403100775194,0.08,SC,thick_like,,unmatched,,,
SDSSJ103657.15+220731.3,SDSSJ103657152207313,,159.238129,22.125383,4.15,1.0,0.2409638554216867,4.15,0.08,SD,thick_like,,unmatched,,,
2MASXJ10370338+6316543,2MASXJ103703386316543,,159.263641,63.281872,2.8,1.5,0.5357142857142857,1.8666666666666665,0.17,SC,thick_like,,unmatched,,,
PGC1703388,PGC1703388,PGC_1703388,159.322418,24.265593,3.39,1.22,0.359882005899705,2.778688524590164,0.08,SC,thick_like,,unmatched,,,
2MASXJ10375177+0344223,2MASXJ103751770344223,,159.46579,3.739394,5.11,1.75,0.3424657534246575,2.9200000000000004,0.1,SC,thick_like,,unmatched,,,
PGC91033,PGC91033,PGC_91033,159.498947,44.80032,7.56,1.34,0.1772486772486772,5.641791044776118,0.07,SD,intermediate,,unmatched,,,
PGC1503625,PGC1503625,PGC_1503625,159.54808,16.219929,5.06,1.45,0.2865612648221344,3.489655172413793,0.19,SB,thick_like,,unmatched,,,
PGC2149582,PGC2149582,PGC_2149582,159.607513,39.426441,3.7,1.52,0.4108108108108108,2.4342105263157894,0.14,SC,thick_like,,unmatched,,,
PGC1714370,PGC1714370,PGC_1714370,159.609741,24.711809,3.63,0.89,0.2451790633608815,4.078651685393258,0.08,SD,thick_like,,unmatched,,,
PGC91036,PGC91036,PGC_91036,159.616318,10.187178,7.25,1.73,0.2386206896551724,4.190751445086705,0.14,SB,thick_like,,unmatched,,,
PGC1693498,PGC1693498,PGC_1693498,159.64241,23.776592,5.24,1.33,0.2538167938931298,3.9398496240601504,0.11,SD,thick_like,,unmatched,,,
PGC1146112,PGC1146112,PGC_1146112,159.65152,-0.326693,6.54,1.72,0.2629969418960244,3.802325581395349,0.04,SD,thick_like,,unmatched,,,
PGC1858885,PGC1858885,PGC_1858885,159.66983,29.202171,4.5,1.83,0.4066666666666667,2.459016393442623,0.15,SB,thick_like,,unmatched,,,
SDSSJ103843.46+053245.7,SDSSJ103843460532457,,159.681076,5.546026,3.48,1.56,0.4482758620689655,2.230769230769231,0.14,SC,thick_like,,unmatched,,,
2MASXJ10385232+0505563,2MASXJ103852320505563,,159.717957,5.098957,3.29,0.88,0.2674772036474164,3.738636363636364,0.1,SC,thick_like,,unmatched,,,
PGC91038,PGC91038,PGC_91038,159.750916,20.08469,11.57,1.15,0.0993949870354364,10.060869565217391,0.05,SD,thin_like,,unmatched,,,
SDSSJ103902.08+034104.2,SDSSJ103902080341042,,159.758698,3.684496,8.91,1.07,0.1200897867564534,8.327102803738317,0.04,SD,intermediate,,unmatched,,,
2MASXJ10390531+0455593,2MASXJ103905310455593,,159.772034,4.933293,4.01,1.69,0.4214463840399002,2.3727810650887573,0.47,SA,thick_like,,unmatched,,,
PGC1220610,PGC1220610,PGC_1220610,159.77356,2.241434,4.73,1.65,0.3488372093023255,2.866666666666667,0.37,SA,thick_like,,unmatched,,,
SDSSJ103920.94+533246.8,SDSSJ103920945332468,,159.837265,53.546356,3.82,0.86,0.225130890052356,4.441860465116279,0.09,SC,thick_like,,unmatched,,,
PGC1169357,PGC1169357,PGC_1169357,159.845245,0.565492,6.27,1.26,0.200956937799043,4.976190476190475,0.1,SB,thick_like,,unmatched,,,
PGC91039,PGC91039,PGC_91039,159.898575,34.920021,9.38,1.86,0.1982942430703624,5.043010752688172,0.11,SB,intermediate,,unmatched,,,
PGC1652638,PGC1652638,PGC_1652638,159.961777,21.56414,5.16,2.22,0.4302325581395349,2.324324324324324,0.13,SC,thick_like,,unmatched,,,
PGC2450277,PGC2450277,PGC_2450277,159.962448,53.767998,3.26,2.03,0.6226993865030674,1.6059113300492611,0.16,SC,thick_like,,unmatched,,,
UGC05802,UGC05802,UGC_5802,159.991257,15.598277,7.29,1.82,0.2496570644718793,4.0054945054945055,0.04,SD,thick_like,,unmatched,,,
PGC1100453,PGC1100453,PGC_1100453,160.020798,-2.146812,3.79,1.82,0.4802110817941952,2.0824175824175826,0.09,SC,thick_like,,unmatched,,,
PGC2777954,PGC2777954,PGC_2777954,160.043823,78.895203,3.41,1.59,0.4662756598240469,2.1446540880503147,0.33,SB,thick_like,,unmatched,,,
PGC2048011,PGC2048011,PGC_2048011,160.059509,34.362839,3.39,1.74,0.5132743362831859,1.9482758620689653,0.15,SC,thick_like,,unmatched,,,
PGC1695247,PGC1695247,PGC_1695247,160.068253,23.871042,3.68,1.78,0.483695652173913,2.067415730337079,0.12,SC,thick_like,,unmatched,,,
PGC1838968,PGC1838968,PGC_1838968,160.083069,28.547335,4.3,1.07,0.2488372093023256,4.018691588785046,0.21,SB,thick_like,,unmatched,,,
PGC2575197,PGC2575197,PGC_2575197,160.101044,58.155167,4.21,1.17,0.2779097387173396,3.5982905982905984,0.12,SC,thick_like,,unmatched,,,
PGC31763,PGC31763,PGC_31763,160.102768,6.860476,7.49,3.96,0.5287049399198932,1.8914141414141412,0.42,SB,thick_like,,unmatched,,,
PGC1766940,PGC1766940,PGC_1766940,160.136795,26.200693,4.47,1.86,0.4161073825503356,2.4032258064516125,0.15,SC,thick_like,,unmatched,,,
PGC1511938,PGC1511938,PGC_1511938,160.175171,16.572525,4.54,1.09,0.2400881057268722,4.1651376146788985,0.07,SB,thick_like,,unmatched,,,
UGC05810,UGC05810,UGC_5810,160.182007,39.79649,12.88,3.49,0.2709627329192546,3.69054441260745,0.28,SA,thick_like,,unmatched,,,
PGC1577082,PGC1577082,PGC_1577082,160.19043,18.995235,5.72,1.72,0.3006993006993007,3.325581395348837,0.09,SD,thick_like,,unmatched,,,
PGC1440384,PGC1440384,PGC_1440384,160.191879,13.783307,4.27,2.11,0.4941451990632318,2.023696682464455,0.16,SC,thick_like,,unmatched,,,
PGC3123582,PGC3123582,PGC_3123582,160.198807,3.247816,4.15,1.65,0.3975903614457831,2.515151515151516,0.1,SC,thick_like,,unmatched,,,
SDSSJ104057.88+435216.0,SDSSJ104057884352160,,160.24118,43.871124,4.22,0.77,0.1824644549763033,5.48051948051948,0.05,SD,intermediate,,unmatched,,,
2MASXJ10410844+2023282,2MASXJ104108442023282,,160.285049,20.391239,5.37,0.87,0.1620111731843575,6.172413793103448,0.1,SB,intermediate,,unmatched,,,
